row_id,sample_id,Canonical SMILES,source_type,outer_fold,group_id
84,7360e1b430fc78ee45a1,C#CC(C)(N)CC(C)C,TOXRIC_only,3,7360e1b430fc78ee45a1
85,e68b658158b7fc071193,C#CC(C)(O)C(O)c1ccccc1,TOXRIC_only,2,e68b658158b7fc071193
86,a4688c4b6d7610f5db4e,C#CC(C)(O)C1CC1,mixed,5,a4688c4b6d7610f5db4e
87,bf5cd8a8504e597bb079,C#CC(C)(O)CC,mixed,3,bf5cd8a8504e597bb079
88,57c75235212f4d87dfcd,C#CC(C)(O)CCC=C(C)C,mixed,2,57c75235212f4d87dfcd
89,ecd8fa4d55ceca14111d,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,mixed,2,ecd8fa4d55ceca14111d
90,98b296f926c210e0e5e4,C#CC(C)NCC(O)COc1ccccc1C=Cc1nnc(C)s1,TOXRIC_only,3,98b296f926c210e0e5e4
91,d42966d3ab04e9b8e165,C#CC(C)OC(=O)Nc1cccc(Cl)c1,mixed,2,d42966d3ab04e9b8e165
92,4cba448be746504c5eed,C#CC(CC)(CC)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,TOXRIC_only,1,4cba448be746504c5eed
93,3951a981967c68c93987,C#CC(CCCc1ccccc1)N1CCC(c2ccccc2)=C(C)C1c1ccccc1,TOXRIC_only,4,3951a981967c68c93987
94,72c01e14a2d66ae42c22,C#CC(N)CCC(=O)O,mixed,3,72c01e14a2d66ae42c22
95,fa8a73e85b8212c5b3f7,C#CC(O)(C=CCl)CC,TOXRIC_only,3,fa8a73e85b8212c5b3f7
96,cf3800d58b5cb4dbb44b,C#CC(O)c1ccccc1,mixed,1,cf3800d58b5cb4dbb44b
97,66686757bc1ece081129,C#CC(OC(=O)NC1CCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,TOXRIC_only,5,66686757bc1ece081129
98,65d8c39c1af0b5cce0be,C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(F)cc1,TOXRIC_only,1,65d8c39c1af0b5cce0be
99,f0fcb398f80aa7eed7d0,C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,TOXRIC_only,1,f0fcb398f80aa7eed7d0
100,39a501a0eedbde1acbbd,C#CC(OC(=O)NC1CCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,TOXRIC_only,2,39a501a0eedbde1acbbd
101,d6576c56a630bfa90261,C#CC(OC(=O)NC1CCCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,TOXRIC_only,2,d6576c56a630bfa90261
102,5a53d230f06490c3164e,C#CC(OC(N)=O)(c1ccccc1)c1ccc(Br)cc1,TOXRIC_only,2,5a53d230f06490c3164e
103,2187ac09064f02b789e6,C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,TOXRIC_only,2,2187ac09064f02b789e6
104,02d57406a69f7272d6cc,C#CC(OC(N)=O)C(C)C,TOXRIC_only,4,02d57406a69f7272d6cc
105,5d57167b2e518d51e707,C#CC(OC(N)=O)C1CCC(c2ccccc2)CC1,TOXRIC_only,5,5d57167b2e518d51e707
106,fa05ebea702f87e403ab,C#CC(OC(N)=O)C1CCCCC1,TOXRIC_only,3,fa05ebea702f87e403ab
107,ce865850e5d16d005146,C#CC(OC(N)=O)c1ccccc1,mixed,4,ce865850e5d16d005146
108,468522fa45c9a4440da7,C#CC1(NC(=O)O)CCC(c2ccc(OC)cc2)CC1,TOXRIC_only,4,468522fa45c9a4440da7
109,7b5acca6c4c4a887e0d9,C#CC1(NC(=O)O)CCC(c2ccccc2)CC1,TOXRIC_only,2,7b5acca6c4c4a887e0d9
110,19e2d9ad82724aeabeaf,C#CC1(NCC(=O)N(C)c2ccc(Cl)cc2C(=O)c2ccccc2)CCCCC1,TOXRIC_only,3,19e2d9ad82724aeabeaf
111,97d41bdaf94abe22fa7b,C#CC1(O)C2CCCC1C(c1ccccc1)N(C(=O)c1ccccc1)C2c1ccccc1,TOXRIC_only,3,97d41bdaf94abe22fa7b
112,2d7c9eec815f78c6df87,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,TOXRIC_only,5,2d7c9eec815f78c6df87
113,38d1e69382f5e596093b,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,TOXRIC_only,3,38d1e69382f5e596093b
114,0b038599720d88901305,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,TOXRIC_only,3,0b038599720d88901305
115,919191e9e6f7ba474de9,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,TOXRIC_only,2,919191e9e6f7ba474de9
116,77106d22a69464c612df,C#CC1(O)CCCCC1,mixed,3,77106d22a69464c612df
117,8ad4c23c08f46bbc2ae2,C#CC1(O)CCCCCCC1,TOXRIC_only,5,8ad4c23c08f46bbc2ae2
118,322dc3a983dce0ddb11a,C#CC1(O)CCN(Cc2ccccc2)CC1C(C)c1c[nH]c2ccccc12,TOXRIC_only,4,322dc3a983dce0ddb11a
119,a803d259bf19ad906508,C#CC1(O)c2ccccc2C=Cc2ncccc21,TOXRIC_only,1,a803d259bf19ad906508
120,432491f4275afc0c2cd1,C#CC1(OC(=O)CC)CC2CCC3C(CCC4(C)C3CCC4(C#C)OC(=O)CC)C2(C)C1,TOXRIC_only,4,432491f4275afc0c2cd1
121,2f500f77bc6f05c4c9b5,C#CC1(OC(=O)c2ccccc2)CC(C)N(C)C2CCCCC21,TOXRIC_only,2,2f500f77bc6f05c4c9b5
122,b9a0a679e62fc8dd4559,C#CC1(OC(=O)c2ccccc2)CC(C)N(CCCCC)C2CCCCC21,TOXRIC_only,4,b9a0a679e62fc8dd4559
123,04c0aaa4d1859145817f,C#CC1(OC(N)=O)CC(C)CC(C)C1,TOXRIC_only,2,04c0aaa4d1859145817f
124,71e2d41abd4682fe7586,C#CC1(OC(N)=O)CCC(C(C)(C)C)CC1,TOXRIC_only,2,71e2d41abd4682fe7586
125,c4265136714c68c81669,C#CC12OCC(C(C)(C)C)(CO1)CO2,TOXRIC_only,5,c4265136714c68c81669
126,9186fb6701038e9f9950,C#CC12OCC(C(C)C)(CO1)CO2,TOXRIC_only,5,9186fb6701038e9f9950
127,ac0ed037eefaf8a679dd,C#CC1c2ccccc2-c2cccc(OC(N)=O)c21,TOXRIC_only,1,ac0ed037eefaf8a679dd
128,b7bc0978d14d7a44eb6b,C#CCC(C(=O)N(C)CCNCCc1ccccc1C)(c1ccccc1)c1ccccc1,TOXRIC_only,1,b7bc0978d14d7a44eb6b
129,fbee3636b2283a22809a,C#CCC(C(=O)OCC)C(=O)OCC,mixed,3,fbee3636b2283a22809a
130,8b132355721f71017167,C#CCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,TOXRIC_only,1,8b132355721f71017167
131,b84c21e973edd909052c,C#CCC(C)(CO)CO,TOXRIC_only,3,b84c21e973edd909052c
132,32b8435c7a9051734dd4,C#CCC(C)(COC(N)=O)COC(N)=O,TOXRIC_only,4,32b8435c7a9051734dd4
133,d11f173ddd80218d3922,C#CCC(CCN1CCOCC1)(OC(=O)COc1ccccc1)c1ccccc1,TOXRIC_only,2,d11f173ddd80218d3922
134,d085a2d19217d07faeb0,C#CCC1(NC(=O)O)CCC(c2ccccc2)CC1,TOXRIC_only,2,d085a2d19217d07faeb0
135,f7270bd463fef289a207,C#CCC1(OC(N)=O)CCCCC1,TOXRIC_only,2,f7270bd463fef289a207
136,f7af2275e8849350d7fd,C#CCC1CCCC1OC(N)=O,TOXRIC_only,5,f7af2275e8849350d7fd
137,400e99414826f9f656d3,C#CCC1CCCCCC1OC(N)=O,TOXRIC_only,2,400e99414826f9f656d3
138,a73d62da3f7234549271,C#CCC1CCCCCCC1OC(N)=O,TOXRIC_only,5,a73d62da3f7234549271
139,9a4c6ad9b43922a27a57,C#CCC=CCC1(C)NCCS1,TOXRIC_only,1,9a4c6ad9b43922a27a57
140,2f828df231db1625fa0e,C#CCC=CCCC1(C)NCCS1,TOXRIC_only,3,2f828df231db1625fa0e
141,1549f1a23c7b60bec745,C#CCCC1(C)NCCS1,TOXRIC_only,5,1549f1a23c7b60bec745
142,980c18586994c3571585,C#CCCC1NCCS1,TOXRIC_only,3,980c18586994c3571585
143,107b347b7bf0adc6b5d9,C#CCCCC,TOXRIC_only,4,107b347b7bf0adc6b5d9
144,d755ced068d3e2f36599,C#CCCCC1(C)NCCS1,TOXRIC_only,2,d755ced068d3e2f36599
145,f25d2f3161c9281dcd45,C#CCCCCC1(C)NCCS1,TOXRIC_only,5,f25d2f3161c9281dcd45
146,170341e2917a8c7f0710,C#CCCCCCCCF,mixed,2,170341e2917a8c7f0710
147,a4fdd29567542f8ec329,C#CCCCCCCF,TOXRIC_only,2,a4fdd29567542f8ec329
148,ff9efcaf7ee4493c777e,C#CCCCCCF,TOXRIC_only,4,ff9efcaf7ee4493c777e
149,a87d586719f46798a551,C#CCCCCF,mixed,3,a87d586719f46798a551
150,c105a30b4eef2231a2c1,C#CCCCNC(C)Cc1cccc(C(F)(F)F)c1,TOXRIC_only,1,c105a30b4eef2231a2c1
151,6a6d2661d629ee0154d0,C#CCCn1c(=N)sc2cc(OC(F)(F)F)ccc21,TOXRIC_only,4,6a6d2661d629ee0154d0
152,dd0767fac73fa0f38713,C#CCN(C)C(C)C(O)c1ccccc1,TOXRIC_only,5,dd0767fac73fa0f38713
153,c640dc9a11802e65e669,C#CCN(C)C(C)C1CCCCC1,TOXRIC_only,4,c640dc9a11802e65e669
154,6f64da6a2a7def0c803f,C#CCN(C)C(C)CC(C)CCC,TOXRIC_only,4,6f64da6a2a7def0c803f
155,1b7610d83ff3d037f3cd,C#CCN(C)C(C)CCCC(C)C,TOXRIC_only,5,1b7610d83ff3d037f3cd
156,144f5e45bf2519046ab4,C#CCN(C)C(C)CCCCC,TOXRIC_only,4,144f5e45bf2519046ab4
157,497930c6e971eae3668f,C#CCN(C)C(C)CCCCCC,TOXRIC_only,3,497930c6e971eae3668f
158,a73e800cea5d0b967d8c,C#CCN(C)CC1CC2C=CC1C2,TOXRIC_only,4,a73e800cea5d0b967d8c
159,082578ab26c9bd047c13,C#CCN(C)CC1CC=CCC1,TOXRIC_only,5,082578ab26c9bd047c13
160,4cae2c147e0dfbba803a,C#CCN(C)CC1CCCCC1,TOXRIC_only,3,4cae2c147e0dfbba803a
161,31b399da78ca93203bac,C#CCN(C)CC=C(C)CCC=C(C)CCC=C(C)C,TOXRIC_only,5,31b399da78ca93203bac
162,610b7dfffe84360755a6,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,mixed,5,610b7dfffe84360755a6
163,1c6f4065aff28ccdc45d,C#CCN(C)Cc1ccc(OC)c2oc(=O)c(-c3ccccc3)cc12,TOXRIC_only,5,1c6f4065aff28ccdc45d
164,f9699f7f763612a0e8ac,C#CCN(C)Cc1ccccc1,mixed,3,f9699f7f763612a0e8ac
165,c9ac884041296eb6220e,C#CCN(C)Cc1ccccc1Br,TOXRIC_only,5,c9ac884041296eb6220e
166,0e9187c926b7934c19c3,C#CCN(C)Cc1ccccc1Cl,TOXRIC_only,5,0e9187c926b7934c19c3
167,c5b7ec075913494c6bba,C#CCN(CC#C)CCS,TOXRIC_only,2,c5b7ec075913494c6bba
168,4ae00b7711ffeebf6b0c,C#CCN1C(=O)C2CC=CCC2C1=O,TOXRIC_only,2,4ae00b7711ffeebf6b0c
169,320c6d0203d28e4f87b0,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,mixed,3,320c6d0203d28e4f87b0
170,69ae2383630a3bcafb43,C#CCN1C(=O)Cc2ccccc2S1(=O)=O,TOXRIC_only,2,69ae2383630a3bcafb43
171,9d9e86201eacb54ea585,C#CCN1C(=O)c2ccccc2CS1(=O)=O,TOXRIC_only,3,9d9e86201eacb54ea585
172,4e1874df20343ee4141b,C#CCN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,TOXRIC_only,4,4e1874df20343ee4141b
173,c4f30d188dd781e42f7e,C#CCN1CCC2(CC1)OC(c1ccccc1)c1ccccc12,TOXRIC_only,1,c4f30d188dd781e42f7e
174,963d896f8d78ce37ed13,C#CCN1CCN(CC=C(C)CCC=C(C)CCC=C(C)C)CC1,TOXRIC_only,5,963d896f8d78ce37ed13
175,cd82c95c8ecc12e85aa7,C#CCN1CCN(Cc2ccc3c(c2)OCO3)CC1,TOXRIC_only,2,cd82c95c8ecc12e85aa7
176,e45247857aa5d802b939,C#CCN1CCc2cc(OC)c(O)c3c2C1Cc1ccccc1-3,TOXRIC_only,1,e45247857aa5d802b939
177,c5129748508e2eb63343,C#CCN1CCc2cc(OC)c(OC)c3c2C1Cc1ccccc1-3,TOXRIC_only,3,c5129748508e2eb63343
178,38dd6892a1f27fede9a8,C#CCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,TOXRIC_only,5,38dd6892a1f27fede9a8
179,e53b047b8e2e1b6f4676,C#CCN1Cc2ccccc2-c2ccccc2C1,TOXRIC_only,4,e53b047b8e2e1b6f4676
180,27b6f48923f2b949a109,C#CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,TOXRIC_only,2,27b6f48923f2b949a109
181,ef786652d94dece96293,C#CCNC(=O)OCC(C)(CC)COC(N)=O,TOXRIC_only,2,ef786652d94dece96293
182,b5a973d6f39b08d57468,C#CCNC(=O)OCC(C)(CCC)COC(N)=O,TOXRIC_only,2,b5a973d6f39b08d57468
183,4dc017d9eb406fd96234,C#CCNC(=O)OCC(C)(CCCC)COC(N)=O,TOXRIC_only,3,4dc017d9eb406fd96234
184,fac828b31d5c5636f13b,C#CCNC(=O)OCC(C)(CNC(=O)O)CC(C)C,TOXRIC_only,3,fac828b31d5c5636f13b
185,3756c800df5056e80ef2,C#CCNC(=O)OCC(C)(CO)C(C)CC,TOXRIC_only,2,3756c800df5056e80ef2
186,c2ddd180e0a9b6d354d1,C#CCNC(=O)OCC(C)(COC(N)=O)C(C)C,TOXRIC_only,5,c2ddd180e0a9b6d354d1
187,b4d48652f88b7fa0006f,C#CCNC(=O)OCC(C)(COC(N)=O)C(C)CC,TOXRIC_only,5,b4d48652f88b7fa0006f
188,83ac8d15435c481f0cee,C#CCNC(=O)OCC(C)(COC(N)=O)c1ccccc1,TOXRIC_only,2,83ac8d15435c481f0cee
189,554a5d26fce64b4e530f,C#CCNC(=O)OCC(CC)(CCCC)COC(N)=O,TOXRIC_only,5,554a5d26fce64b4e530f
190,f13fbb61bf611258b238,C#CCNC(=O)OCC(CNC(=O)O)C(C)CCC,TOXRIC_only,5,f13fbb61bf611258b238
191,b5dcc4e4f70feee0b8ea,C#CCNC(=O)c1cc(Cl)c(N)c(Cl)c1,TOXRIC_only,5,b5dcc4e4f70feee0b8ea
192,64d8c79b1999750e1689,C#CCNC(C)CCCCC,TOXRIC_only,5,64d8c79b1999750e1689
193,47b78ab5329a9218ef5f,C#CCNC(C)Cc1cccc(C(F)(F)F)c1,TOXRIC_only,5,47b78ab5329a9218ef5f
194,a7d12cedf2d5fb5970ad,C#CCNC(C)Cc1ccccc1,TOXRIC_only,2,a7d12cedf2d5fb5970ad
195,3b21f8dd2b05109c2196,C#CCNCCS,TOXRIC_only,5,3b21f8dd2b05109c2196
196,1b005cbe55a7e4c9958a,C#CCOC(=O)C(NC(=O)OCc1ccccc1)C(C)C,TOXRIC_only,1,1b005cbe55a7e4c9958a
197,d473e6802dd2cc5be23f,C#CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c(=O)c(C)c(-c3ccccc3)oc12,TOXRIC_only,5,d473e6802dd2cc5be23f
198,689e80e11a5319a6fe74,C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,TOXRIC_only,5,689e80e11a5319a6fe74
199,629351830937e1f58b70,C#CCOC(C)n1ccc2ccccc21,TOXRIC_only,2,629351830937e1f58b70
200,d7c665238d7812558124,C#CCON(C)C(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,TOXRIC_only,1,d7c665238d7812558124
201,0b1ef89a194d3e207252,C#CCON=C(C)c1ccc2c(c1)N(CC)C(=O)CO2,TOXRIC_only,5,0b1ef89a194d3e207252
202,3e2f100b07603f0911f9,C#CCON=CCc1ccc2c(c1)N(C)C(=O)CS2,TOXRIC_only,2,3e2f100b07603f0911f9
203,50f364d96f7224f530d4,C#CCON=Cc1cc[n+]([O-])cc1,TOXRIC_only,5,50f364d96f7224f530d4
204,e8d3dfda536f68edc62c,C#CCONC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,TOXRIC_only,5,e8d3dfda536f68edc62c
