arm,development_row_id,evaluation_fold
no_filter,371,5
no_filter,372,4
no_filter,373,2
no_filter,374,1
no_filter,375,5
no_filter,376,2
no_filter,377,1
no_filter,378,4
no_filter,379,3
no_filter,380,1
no_filter,381,3
no_filter,382,2
no_filter,383,2
no_filter,384,5
no_filter,385,2
no_filter,386,5
no_filter,387,1
no_filter,388,1
no_filter,389,5
no_filter,390,5
no_filter,391,4
no_filter,392,5
no_filter,393,4
no_filter,394,3
no_filter,395,3
no_filter,396,1
no_filter,397,1
no_filter,398,3
no_filter,399,3
no_filter,400,4
no_filter,401,1
no_filter,402,4
no_filter,403,4
no_filter,404,5
no_filter,405,3
no_filter,406,5
no_filter,407,3
no_filter,408,1
no_filter,409,2
no_filter,410,3
no_filter,411,2
no_filter,412,5
no_filter,413,3
no_filter,414,4
no_filter,415,3
no_filter,416,2
no_filter,417,5
no_filter,418,2
no_filter,419,4
no_filter,420,3
no_filter,421,5
no_filter,422,3
no_filter,423,1
no_filter,424,2
no_filter,425,3
no_filter,426,3
no_filter,427,4
no_filter,428,1
no_filter,429,2
no_filter,430,1
no_filter,431,1
no_filter,432,4
no_filter,433,2
no_filter,434,3
no_filter,435,2
no_filter,436,5
no_filter,437,4
no_filter,438,1
no_filter,439,3
no_filter,440,3
no_filter,441,5
no_filter,442,5
no_filter,443,4
no_filter,444,4
no_filter,445,3
no_filter,446,5
no_filter,447,1
no_filter,448,3
no_filter,449,3
no_filter,450,2
no_filter,451,1
no_filter,452,3
no_filter,453,4
no_filter,454,2
no_filter,455,3
no_filter,456,2
no_filter,457,1
no_filter,458,3
no_filter,459,1
no_filter,460,2
no_filter,461,3
no_filter,462,1
no_filter,463,5
no_filter,464,1
no_filter,465,1
no_filter,466,2
no_filter,467,3
no_filter,468,3
no_filter,469,2
no_filter,470,1
no_filter,471,3
no_filter,472,3
no_filter,473,3
no_filter,474,1
no_filter,475,1
no_filter,476,2
no_filter,477,3
no_filter,478,2
no_filter,479,3
no_filter,480,1
no_filter,481,5
no_filter,482,2
no_filter,483,3
no_filter,484,2
no_filter,485,1
no_filter,486,4
no_filter,487,1
no_filter,488,5
no_filter,489,5
no_filter,490,5
no_filter,491,1
no_filter,492,5
no_filter,493,4
no_filter,494,3
no_filter,495,4
no_filter,496,4
no_filter,497,3
no_filter,498,4
no_filter,499,1
no_filter,500,3
no_filter,501,1
no_filter,502,4
no_filter,503,2
no_filter,504,5
no_filter,505,1
no_filter,506,1
no_filter,507,5
no_filter,508,5
no_filter,509,2
no_filter,510,4
no_filter,511,3
no_filter,512,1
no_filter,513,2
no_filter,514,3
no_filter,515,5
no_filter,516,1
no_filter,517,1
no_filter,518,3
no_filter,519,4
no_filter,520,1
no_filter,521,4
no_filter,522,5
no_filter,523,4
no_filter,524,4
no_filter,525,5
no_filter,526,5
no_filter,527,3
no_filter,528,4
no_filter,529,3
no_filter,530,4
no_filter,531,2
no_filter,532,1
no_filter,533,3
no_filter,534,4
no_filter,535,2
no_filter,536,2
no_filter,537,4
no_filter,538,1
no_filter,539,4
no_filter,540,2
no_filter,541,5
no_filter,542,2
no_filter,543,3
no_filter,544,4
no_filter,545,5
no_filter,546,4
no_filter,547,2
no_filter,548,3
no_filter,549,1
no_filter,550,1
no_filter,551,3
no_filter,552,3
no_filter,553,2
no_filter,554,2
no_filter,555,4
no_filter,556,4
no_filter,557,5
no_filter,558,3
no_filter,559,4
no_filter,560,4
no_filter,561,4
no_filter,562,4
no_filter,563,1
no_filter,564,4
no_filter,565,4
no_filter,566,1
no_filter,567,4
no_filter,568,3
no_filter,569,5
no_filter,570,5
no_filter,571,3
no_filter,572,5
no_filter,573,1
no_filter,574,4
no_filter,575,2
no_filter,576,3
no_filter,577,3
no_filter,578,1
no_filter,579,1
no_filter,580,3
no_filter,581,4
no_filter,582,4
no_filter,583,4
no_filter,584,3
no_filter,585,1
no_filter,586,2
no_filter,587,5
no_filter,588,4
no_filter,589,5
no_filter,590,3
no_filter,591,4
no_filter,592,2
no_filter,593,1
no_filter,594,3
no_filter,595,4
no_filter,596,2
no_filter,597,4
no_filter,598,4
no_filter,599,5
no_filter,600,3
no_filter,601,2
no_filter,602,4
no_filter,603,4
no_filter,604,2
no_filter,605,3
no_filter,606,2
no_filter,607,1
no_filter,608,1
no_filter,609,5
no_filter,610,3
no_filter,611,2
no_filter,612,2
no_filter,613,3
no_filter,614,5
no_filter,615,5
no_filter,616,1
no_filter,617,2
no_filter,618,1
no_filter,619,5
no_filter,620,2
no_filter,621,1
no_filter,622,3
no_filter,623,1
no_filter,624,1
no_filter,625,1
no_filter,626,1
no_filter,627,5
no_filter,628,5
no_filter,629,2
no_filter,630,5
no_filter,631,3
no_filter,632,4
no_filter,633,3
no_filter,634,5
no_filter,635,2
no_filter,636,4
no_filter,637,4
no_filter,638,2
no_filter,639,4
no_filter,640,1
no_filter,641,3
no_filter,642,4
no_filter,643,3
no_filter,644,1
no_filter,645,5
no_filter,646,4
no_filter,647,1
no_filter,648,2
no_filter,649,1
no_filter,650,5
no_filter,651,2
no_filter,652,4
no_filter,653,3
no_filter,654,4
no_filter,655,1
no_filter,656,2
no_filter,657,2
no_filter,658,3
no_filter,659,3
no_filter,660,4
no_filter,661,5
no_filter,662,3
no_filter,663,5
no_filter,664,1
no_filter,665,4
no_filter,666,4
no_filter,667,5
no_filter,668,2
no_filter,669,4
no_filter,670,5
no_filter,671,5
no_filter,672,4
no_filter,673,3
no_filter,674,1
no_filter,675,3
no_filter,676,3
no_filter,677,1
no_filter,678,4
no_filter,679,3
no_filter,680,5
no_filter,681,1
no_filter,682,1
no_filter,683,2
no_filter,684,4
no_filter,685,1
no_filter,686,3
no_filter,687,5
no_filter,688,2
no_filter,689,5
no_filter,690,5
no_filter,691,5
no_filter,692,5
no_filter,693,4
no_filter,694,4
no_filter,695,2
no_filter,696,2
no_filter,697,3
no_filter,698,5
no_filter,699,5
no_filter,700,3
no_filter,701,2
no_filter,702,2
no_filter,703,3
no_filter,704,3
no_filter,705,1
no_filter,706,4
no_filter,707,3
no_filter,708,2
no_filter,709,4
no_filter,710,1
no_filter,711,3
no_filter,712,4
no_filter,713,4
no_filter,714,2
no_filter,715,2
no_filter,716,3
no_filter,717,5
no_filter,718,2
no_filter,719,5
no_filter,720,2
no_filter,721,5
no_filter,722,4
no_filter,723,3
no_filter,724,3
no_filter,725,1
no_filter,726,5
no_filter,727,4
no_filter,728,5
no_filter,729,1
no_filter,730,4
no_filter,731,5
no_filter,732,3
no_filter,733,1
no_filter,734,1
no_filter,735,2
no_filter,736,1
no_filter,737,4
no_filter,738,1
no_filter,739,4
no_filter,740,2
no_filter,741,2
no_filter,742,1
no_filter,743,3
no_filter,744,2
no_filter,745,4
no_filter,746,3
no_filter,747,1
no_filter,748,1
no_filter,749,3
no_filter,750,3
no_filter,751,3
no_filter,752,2
no_filter,753,3
no_filter,754,4
no_filter,755,4
no_filter,756,1
no_filter,757,4
no_filter,758,1
no_filter,759,2
no_filter,760,4
no_filter,761,4
no_filter,762,1
no_filter,763,3
no_filter,764,2
no_filter,765,4
no_filter,766,2
no_filter,767,4
no_filter,768,4
no_filter,769,5
no_filter,770,4
no_filter,771,5
no_filter,772,1
no_filter,773,4
no_filter,774,3
no_filter,775,1
no_filter,776,1
no_filter,777,4
no_filter,778,5
no_filter,779,4
no_filter,780,1
no_filter,781,5
no_filter,782,3
no_filter,783,4
no_filter,784,5
no_filter,785,5
no_filter,786,4
no_filter,787,5
no_filter,788,4
no_filter,789,2
no_filter,790,1
no_filter,791,1
no_filter,792,4
no_filter,793,1
no_filter,794,3
no_filter,795,1
no_filter,796,3
no_filter,797,4
no_filter,798,5
no_filter,799,4
no_filter,800,2
no_filter,801,4
no_filter,802,2
no_filter,803,2
no_filter,804,4
no_filter,805,2
no_filter,806,5
no_filter,807,5
no_filter,808,5
no_filter,809,2
no_filter,810,2
no_filter,811,1
no_filter,812,2
no_filter,813,1
no_filter,814,5
no_filter,815,4
no_filter,816,5
no_filter,817,3
no_filter,818,4
no_filter,819,1
no_filter,820,2
no_filter,821,1
no_filter,822,5
no_filter,823,3
no_filter,824,3
no_filter,825,4
no_filter,826,2
no_filter,827,1
no_filter,828,2
no_filter,829,2
no_filter,830,2
no_filter,831,1
no_filter,832,2
no_filter,833,1
no_filter,834,4
no_filter,835,4
no_filter,836,2
no_filter,837,3
no_filter,838,3
no_filter,839,4
no_filter,840,4
no_filter,841,3
no_filter,842,3
no_filter,843,1
no_filter,844,1
no_filter,845,4
no_filter,846,5
no_filter,847,4
no_filter,848,3
no_filter,849,4
no_filter,850,1
no_filter,851,5
no_filter,852,1
no_filter,853,1
no_filter,854,5
no_filter,855,5
no_filter,856,2
no_filter,857,5
no_filter,858,4
no_filter,859,5
no_filter,860,5
no_filter,861,5
no_filter,862,3
no_filter,863,3
no_filter,864,5
no_filter,865,4
no_filter,866,1
no_filter,867,4
no_filter,868,3
no_filter,869,5
no_filter,870,5
no_filter,871,3
no_filter,872,1
no_filter,873,1
no_filter,874,4
no_filter,875,2
no_filter,876,5
no_filter,877,4
no_filter,878,1
no_filter,879,2
no_filter,880,1
no_filter,881,4
no_filter,882,5
no_filter,883,4
no_filter,884,2
no_filter,885,4
no_filter,886,5
no_filter,887,5
no_filter,888,3
no_filter,889,4
no_filter,890,1
no_filter,891,3
no_filter,892,2
no_filter,893,5
no_filter,894,2
no_filter,895,2
no_filter,896,1
no_filter,897,5
no_filter,898,2
no_filter,899,5
no_filter,900,1
no_filter,901,5
no_filter,902,2
no_filter,903,3
no_filter,904,5
no_filter,905,2
no_filter,906,3
no_filter,907,2
no_filter,908,4
no_filter,909,4
no_filter,910,5
no_filter,911,1
no_filter,912,2
no_filter,913,2
no_filter,914,3
no_filter,915,3
no_filter,916,4
no_filter,917,5
no_filter,918,4
no_filter,919,5
no_filter,920,4
no_filter,921,3
no_filter,922,5
no_filter,923,5
no_filter,924,5
no_filter,925,2
no_filter,926,1
no_filter,927,1
no_filter,928,1
no_filter,929,5
no_filter,930,2
no_filter,931,5
no_filter,932,3
no_filter,933,3
no_filter,934,3
no_filter,935,5
no_filter,936,1
no_filter,937,2
no_filter,938,4
no_filter,939,1
no_filter,940,4
no_filter,941,5
no_filter,942,4
no_filter,943,2
no_filter,944,4
no_filter,945,2
no_filter,946,5
no_filter,947,4
no_filter,948,3
no_filter,949,4
no_filter,950,3
no_filter,951,4
no_filter,952,1
no_filter,953,1
no_filter,954,5
no_filter,955,2
no_filter,956,5
no_filter,957,4
no_filter,958,3
no_filter,959,1
no_filter,960,2
no_filter,961,3
no_filter,962,3
no_filter,963,1
no_filter,964,2
no_filter,965,2
no_filter,966,4
no_filter,967,1
no_filter,968,5
no_filter,969,4
no_filter,970,2
no_filter,971,1
no_filter,972,4
no_filter,973,3
no_filter,974,2
no_filter,975,4
no_filter,976,4
no_filter,977,3
no_filter,978,4
no_filter,979,1
no_filter,980,1
no_filter,981,3
no_filter,982,3
no_filter,983,5
no_filter,984,2
no_filter,985,1
no_filter,986,4
no_filter,987,5
no_filter,988,4
no_filter,989,4
no_filter,990,4
no_filter,991,1
no_filter,992,4
no_filter,993,2
no_filter,994,3
no_filter,995,3
no_filter,996,1
no_filter,997,4
no_filter,998,3
no_filter,999,5
no_filter,1000,1
no_filter,1001,5
no_filter,1002,3
no_filter,1003,2
no_filter,1004,4
no_filter,1005,2
no_filter,1006,2
no_filter,1007,5
no_filter,1008,5
no_filter,1009,1
no_filter,1010,3
no_filter,1011,2
no_filter,1012,1
no_filter,1013,5
no_filter,1014,5
no_filter,1015,5
no_filter,1016,5
no_filter,1017,4
no_filter,1018,4
no_filter,1019,4
no_filter,1020,3
no_filter,1021,5
no_filter,1022,3
no_filter,1023,1
no_filter,1024,2
no_filter,1025,4
no_filter,1026,2
no_filter,1027,2
no_filter,1028,2
no_filter,1029,1
no_filter,1030,5
no_filter,1031,4
no_filter,1032,3
no_filter,1033,1
no_filter,1034,1
no_filter,1035,2
no_filter,1036,4
no_filter,1037,3
no_filter,1038,2
no_filter,1039,2
no_filter,1040,4
no_filter,1041,4
no_filter,1042,2
no_filter,1043,1
no_filter,1044,4
no_filter,1045,1
no_filter,1046,2
no_filter,1047,1
no_filter,1048,5
no_filter,1049,4
no_filter,1050,2
no_filter,1051,5
no_filter,1052,1
no_filter,1053,1
no_filter,1054,4
no_filter,1055,4
no_filter,1056,1
no_filter,1057,2
no_filter,1058,5
no_filter,1059,2
no_filter,1060,1
no_filter,1061,2
no_filter,1062,5
no_filter,1063,2
no_filter,1064,3
no_filter,1065,1
no_filter,1066,3
no_filter,1067,4
no_filter,1068,4
no_filter,1069,4
no_filter,1070,4
no_filter,1071,3
no_filter,1072,5
no_filter,1073,5
no_filter,1074,4
no_filter,1075,2
no_filter,1076,3
no_filter,1077,2
no_filter,1078,1
no_filter,1079,5
no_filter,1080,3
no_filter,1081,5
no_filter,1082,3
no_filter,1083,2
no_filter,1084,2
no_filter,1085,3
no_filter,1086,2
no_filter,1087,1
no_filter,1088,5
no_filter,1089,5
no_filter,1090,1
no_filter,1091,4
no_filter,1092,1
no_filter,1093,5
no_filter,1094,5
no_filter,1095,4
no_filter,1096,3
no_filter,1097,2
no_filter,1098,5
no_filter,1099,3
no_filter,1100,4
no_filter,1101,3
no_filter,1102,5
no_filter,1103,2
no_filter,1104,5
no_filter,1105,5
no_filter,1106,2
no_filter,1107,1
no_filter,1108,1
no_filter,1109,1
no_filter,1110,3
no_filter,1111,4
no_filter,1112,3
no_filter,1113,1
no_filter,1114,1
no_filter,1115,4
no_filter,1116,5
no_filter,1117,5
no_filter,1118,1
no_filter,1119,3
no_filter,1120,5
no_filter,1121,2
no_filter,1122,1
no_filter,1123,3
no_filter,1124,4
no_filter,1125,5
no_filter,1126,4
no_filter,1127,3
no_filter,1128,4
no_filter,1129,5
no_filter,1130,3
no_filter,1131,1
no_filter,1132,5
no_filter,1133,1
no_filter,1134,5
no_filter,1135,3
no_filter,1136,5
no_filter,1137,5
no_filter,1138,1
no_filter,1139,1
no_filter,1140,5
no_filter,1141,5
no_filter,1142,4
no_filter,1143,1
no_filter,1144,3
no_filter,1145,3
no_filter,1146,1
no_filter,1147,1
no_filter,1148,1
no_filter,1149,1
no_filter,1150,5
no_filter,1151,5
no_filter,1152,1
no_filter,1153,2
no_filter,1154,5
no_filter,1155,4
no_filter,1156,3
no_filter,1157,1
no_filter,1158,3
no_filter,1159,4
no_filter,1160,4
no_filter,1161,5
no_filter,1162,3
no_filter,1163,1
no_filter,1164,4
no_filter,1165,2
no_filter,1166,2
no_filter,1167,5
no_filter,1168,4
no_filter,1169,3
no_filter,1170,5
no_filter,1171,5
no_filter,1172,4
no_filter,1173,4
no_filter,1174,2
no_filter,1175,2
no_filter,1176,3
no_filter,1177,5
no_filter,1178,3
no_filter,1179,1
no_filter,1180,3
no_filter,1181,5
no_filter,1182,2
no_filter,1183,2
no_filter,1184,5
no_filter,1185,3
no_filter,1186,3
no_filter,1187,2
no_filter,1188,1
no_filter,1189,4
no_filter,1190,1
no_filter,1191,5
no_filter,1192,2
no_filter,1193,4
no_filter,1194,3
no_filter,1195,4
no_filter,1196,5
no_filter,1197,1
no_filter,1198,4
no_filter,1199,3
no_filter,1200,5
no_filter,1201,2
no_filter,1202,2
no_filter,1203,4
no_filter,1204,4
no_filter,1205,2
no_filter,1206,2
no_filter,1207,5
no_filter,1208,3
no_filter,1209,4
no_filter,1210,3
no_filter,1211,5
no_filter,1212,4
no_filter,1213,1
no_filter,1214,4
no_filter,1215,1
no_filter,1216,2
no_filter,1217,3
no_filter,1218,3
no_filter,1219,3
no_filter,1220,4
no_filter,1221,4
no_filter,1222,3
no_filter,1223,3
no_filter,1224,2
no_filter,1225,3
no_filter,1226,1
no_filter,1227,1
no_filter,1228,5
no_filter,1229,3
no_filter,1230,5
no_filter,1231,2
no_filter,1232,2
no_filter,1233,2
no_filter,1234,4
no_filter,1235,3
no_filter,1236,2
no_filter,1237,3
no_filter,1238,3
no_filter,1239,5
no_filter,1240,1
no_filter,1241,3
no_filter,1242,4
no_filter,1243,1
no_filter,1244,4
no_filter,1245,4
no_filter,1246,1
no_filter,1247,1
no_filter,1248,2
no_filter,1249,4
no_filter,1250,3
no_filter,1251,5
no_filter,1252,5
no_filter,1253,3
no_filter,1254,3
no_filter,1255,1
no_filter,1256,2
no_filter,1257,4
no_filter,1258,3
no_filter,1259,2
no_filter,1260,5
no_filter,1261,2
no_filter,1262,5
no_filter,1263,3
no_filter,1264,3
no_filter,1265,4
no_filter,1266,2
no_filter,1267,5
no_filter,1268,5
no_filter,1269,4
no_filter,1270,1
no_filter,1271,5
no_filter,1272,2
no_filter,1273,5
no_filter,1274,2
no_filter,1275,1
no_filter,1276,1
no_filter,1277,1
no_filter,1278,1
no_filter,1279,5
no_filter,1280,1
no_filter,1281,1
no_filter,1282,1
no_filter,1283,5
no_filter,1284,4
no_filter,1285,2
no_filter,1286,3
no_filter,1287,2
no_filter,1288,1
no_filter,1289,5
no_filter,1290,2
no_filter,1291,1
no_filter,1292,4
no_filter,1293,3
no_filter,1294,4
no_filter,1295,3
no_filter,1296,5
no_filter,1297,2
no_filter,1298,1
no_filter,1299,4
no_filter,1300,3
no_filter,1301,5
no_filter,1302,1
no_filter,1303,1
no_filter,1304,3
no_filter,1305,1
no_filter,1306,5
no_filter,1307,5
no_filter,1308,4
no_filter,1309,4
no_filter,1310,3
no_filter,1311,2
no_filter,1312,4
no_filter,1313,4
no_filter,1314,3
no_filter,1315,2
no_filter,1316,5
no_filter,1317,4
no_filter,1318,1
no_filter,1319,5
no_filter,1320,3
no_filter,1321,1
no_filter,1322,2
no_filter,1323,1
no_filter,1324,5
no_filter,1325,3
no_filter,1326,3
no_filter,1327,3
no_filter,1328,1
no_filter,1329,2
no_filter,1330,1
no_filter,1331,1
no_filter,1332,1
no_filter,1333,3
no_filter,1334,2
no_filter,1335,3
no_filter,1336,1
no_filter,1337,1
no_filter,1338,1
no_filter,1339,1
no_filter,1340,4
no_filter,1341,5
no_filter,1342,5
no_filter,1343,3
no_filter,1344,4
no_filter,1345,2
no_filter,1346,1
no_filter,1347,1
no_filter,1348,3
no_filter,1349,2
no_filter,1350,2
no_filter,1351,3
no_filter,1352,3
no_filter,1353,4
no_filter,1354,3
no_filter,1355,2
no_filter,1356,2
no_filter,1357,2
no_filter,1358,3
no_filter,1359,4
no_filter,1360,4
no_filter,1361,5
no_filter,1362,2
no_filter,1363,5
no_filter,1364,4
no_filter,1365,2
no_filter,1366,1
no_filter,1367,5
no_filter,1368,3
no_filter,1369,3
no_filter,1370,2
no_filter,1371,2
no_filter,1372,3
no_filter,1373,3
no_filter,1374,3
no_filter,1375,5
no_filter,1376,5
no_filter,1377,1
no_filter,1378,5
no_filter,1379,4
no_filter,1380,5
no_filter,1381,5
no_filter,1382,5
no_filter,1383,2
no_filter,1384,5
no_filter,1385,1
no_filter,1386,4
no_filter,1387,2
no_filter,1388,1
no_filter,1389,4
no_filter,1390,5
no_filter,1391,5
no_filter,1392,4
no_filter,1393,2
no_filter,1394,3
no_filter,1395,1
no_filter,1396,1
no_filter,1397,1
no_filter,1398,1
no_filter,1399,2
no_filter,1400,4
no_filter,1401,5
no_filter,1402,1
no_filter,1403,4
no_filter,1404,5
no_filter,1405,2
no_filter,1406,1
no_filter,1407,4
no_filter,1408,3
no_filter,1409,4
no_filter,1410,4
no_filter,1411,1
no_filter,1412,1
no_filter,1413,2
no_filter,1414,2
no_filter,1415,4
no_filter,1416,1
no_filter,1417,4
no_filter,1418,1
no_filter,1419,2
no_filter,1420,4
no_filter,1421,4
no_filter,1422,2
no_filter,1423,1
no_filter,1424,5
no_filter,1425,4
no_filter,1426,1
no_filter,1427,1
no_filter,1428,2
no_filter,1429,2
no_filter,1430,3
no_filter,1431,5
no_filter,1432,3
no_filter,1433,1
no_filter,1434,2
no_filter,1435,5
no_filter,1436,5
no_filter,1437,2
no_filter,1438,4
no_filter,1439,4
no_filter,1440,2
no_filter,1441,1
no_filter,1442,1
no_filter,1443,2
no_filter,1444,1
no_filter,1445,5
no_filter,1446,4
no_filter,1447,5
no_filter,1448,1
no_filter,1449,5
no_filter,1450,1
no_filter,1451,2
no_filter,1452,2
no_filter,1453,1
no_filter,1454,3
no_filter,1455,1
no_filter,1456,1
no_filter,1457,1
no_filter,1458,3
no_filter,1459,3
no_filter,1460,5
no_filter,1461,4
no_filter,1462,5
no_filter,1463,4
no_filter,1464,3
no_filter,1465,2
no_filter,1466,5
no_filter,1467,4
no_filter,1468,4
no_filter,1469,4
no_filter,1470,2
no_filter,1471,2
no_filter,1472,2
no_filter,1473,4
no_filter,1474,2
no_filter,1475,1
no_filter,1476,3
no_filter,1477,3
no_filter,1478,5
no_filter,1479,3
no_filter,1480,4
no_filter,1481,5
no_filter,1482,1
no_filter,1483,1
no_filter,1484,2
no_filter,1485,4
no_filter,1486,3
no_filter,1487,1
no_filter,1488,3
no_filter,1489,2
no_filter,1490,4
no_filter,1491,2
no_filter,1492,5
no_filter,1493,2
no_filter,1494,4
no_filter,1495,4
