compound_id,development_row_id,Canonical SMILES,screening_fold
d9e4be0688429f56a634,66,Brc1ccccc1CC=CCN1CCCCC1,5
161d2b0a0c98a7e16699,67,Brc1ccccc1N1CCN(CCc2ccncc2)CC1,5
d3a3819e8376b6af1604,68,Brc1cccnc1OCCCCCN1CCSC1,3
60d618d86169dc6374d2,69,Brc1cccnc1OCCCCCNCCSSCCNCCCCCOc1ncccc1Br,2
b3e45af5044e0dac0ca3,70,Brc1cn[nH]c1,1
b92d3c5a131e4ee9d71e,71,Brc1cnc(OCCCCCCN2CCSC2)c(Br)c1,4
deb6b42b076e419821c0,72,Brc1cnc(OCCCCCN2CCSC2)c(Br)c1,3
94eaf235e871b07c3c9c,73,Brc1cnc(OCCCCCNCCSSCCNCCCCCOc2ncc(Br)cc2Br)c(Br)c1,4
c442dd6c9b358eb1a627,74,Brc1cnc(SCCCCCN2CCSC2)c(Br)c1,4
b09086ca7f8f1d8a2b77,75,C#CC#CC=C=CC1OC1C1OC1C(O)C1CCC(=O)O1,1
48216ed6e951480becb7,76,C#CC#CC=C=CCC(=O)C(O)C=CC1CCC(=O)O1,4
41deee68f478ff8f7d4a,77,C#CC(=O)O,5
6850d0d859984305c561,78,C#CC(C)(C)NC(=O)C=Cc1cc(OC)c(OC)c(OC)c1,4
5b89d0740c9403d0014f,79,C#CC(C)(C)NC(=O)OCC(C)(CCC)COC(N)=O,3
f10186b7616c079ab70e,80,C#CC(C)(C)NC(C)(C)C,4
bc037a8a54a6076fa9c6,81,C#CC(C)(C)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,4
a97dd091544529d5c1b3,82,C#CC(C)(C)NCC(O)COc1cccc2sncc12,5
f516e989dfec9114ef22,83,C#CC(C)(CC)OC(N)=O,1
7360e1b430fc78ee45a1,84,C#CC(C)(N)CC(C)C,3
e68b658158b7fc071193,85,C#CC(C)(O)C(O)c1ccccc1,2
a4688c4b6d7610f5db4e,86,C#CC(C)(O)C1CC1,5
bf5cd8a8504e597bb079,87,C#CC(C)(O)CC,3
57c75235212f4d87dfcd,88,C#CC(C)(O)CCC=C(C)C,2
ecd8fa4d55ceca14111d,89,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,2
98b296f926c210e0e5e4,90,C#CC(C)NCC(O)COc1ccccc1C=Cc1nnc(C)s1,3
d42966d3ab04e9b8e165,91,C#CC(C)OC(=O)Nc1cccc(Cl)c1,2
4cba448be746504c5eed,92,C#CC(CC)(CC)NCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,1
3951a981967c68c93987,93,C#CC(CCCc1ccccc1)N1CCC(c2ccccc2)=C(C)C1c1ccccc1,4
72c01e14a2d66ae42c22,94,C#CC(N)CCC(=O)O,3
fa8a73e85b8212c5b3f7,95,C#CC(O)(C=CCl)CC,3
cf3800d58b5cb4dbb44b,96,C#CC(O)c1ccccc1,1
66686757bc1ece081129,97,C#CC(OC(=O)NC1CCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,5
65d8c39c1af0b5cce0be,98,C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(F)cc1,1
f0fcb398f80aa7eed7d0,99,C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,1
39a501a0eedbde1acbbd,100,C#CC(OC(=O)NC1CCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,2
d6576c56a630bfa90261,101,C#CC(OC(=O)NC1CCCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,2
5a53d230f06490c3164e,102,C#CC(OC(N)=O)(c1ccccc1)c1ccc(Br)cc1,2
2187ac09064f02b789e6,103,C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,2
02d57406a69f7272d6cc,104,C#CC(OC(N)=O)C(C)C,4
5d57167b2e518d51e707,105,C#CC(OC(N)=O)C1CCC(c2ccccc2)CC1,5
fa05ebea702f87e403ab,106,C#CC(OC(N)=O)C1CCCCC1,3
ce865850e5d16d005146,107,C#CC(OC(N)=O)c1ccccc1,4
468522fa45c9a4440da7,108,C#CC1(NC(=O)O)CCC(c2ccc(OC)cc2)CC1,4
7b5acca6c4c4a887e0d9,109,C#CC1(NC(=O)O)CCC(c2ccccc2)CC1,2
19e2d9ad82724aeabeaf,110,C#CC1(NCC(=O)N(C)c2ccc(Cl)cc2C(=O)c2ccccc2)CCCCC1,3
97d41bdaf94abe22fa7b,111,C#CC1(O)C2CCCC1C(c1ccccc1)N(C(=O)c1ccccc1)C2c1ccccc1,3
2d7c9eec815f78c6df87,112,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,5
38d1e69382f5e596093b,113,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,3
0b038599720d88901305,114,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,3
919191e9e6f7ba474de9,115,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,2
77106d22a69464c612df,116,C#CC1(O)CCCCC1,3
8ad4c23c08f46bbc2ae2,117,C#CC1(O)CCCCCCC1,5
322dc3a983dce0ddb11a,118,C#CC1(O)CCN(Cc2ccccc2)CC1C(C)c1c[nH]c2ccccc12,4
a803d259bf19ad906508,119,C#CC1(O)c2ccccc2C=Cc2ncccc21,1
432491f4275afc0c2cd1,120,C#CC1(OC(=O)CC)CC2CCC3C(CCC4(C)C3CCC4(C#C)OC(=O)CC)C2(C)C1,4
2f500f77bc6f05c4c9b5,121,C#CC1(OC(=O)c2ccccc2)CC(C)N(C)C2CCCCC21,2
b9a0a679e62fc8dd4559,122,C#CC1(OC(=O)c2ccccc2)CC(C)N(CCCCC)C2CCCCC21,4
04c0aaa4d1859145817f,123,C#CC1(OC(N)=O)CC(C)CC(C)C1,2
71e2d41abd4682fe7586,124,C#CC1(OC(N)=O)CCC(C(C)(C)C)CC1,2
c4265136714c68c81669,125,C#CC12OCC(C(C)(C)C)(CO1)CO2,5
9186fb6701038e9f9950,126,C#CC12OCC(C(C)C)(CO1)CO2,5
ac0ed037eefaf8a679dd,127,C#CC1c2ccccc2-c2cccc(OC(N)=O)c21,1
b7bc0978d14d7a44eb6b,128,C#CCC(C(=O)N(C)CCNCCc1ccccc1C)(c1ccccc1)c1ccccc1,1
fbee3636b2283a22809a,129,C#CCC(C(=O)OCC)C(=O)OCC,3
8b132355721f71017167,130,C#CCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,1
b84c21e973edd909052c,131,C#CCC(C)(CO)CO,3
32b8435c7a9051734dd4,132,C#CCC(C)(COC(N)=O)COC(N)=O,4
d11f173ddd80218d3922,133,C#CCC(CCN1CCOCC1)(OC(=O)COc1ccccc1)c1ccccc1,2
d085a2d19217d07faeb0,134,C#CCC1(NC(=O)O)CCC(c2ccccc2)CC1,2
f7270bd463fef289a207,135,C#CCC1(OC(N)=O)CCCCC1,2
f7af2275e8849350d7fd,136,C#CCC1CCCC1OC(N)=O,5
400e99414826f9f656d3,137,C#CCC1CCCCCC1OC(N)=O,2
a73d62da3f7234549271,138,C#CCC1CCCCCCC1OC(N)=O,5
9a4c6ad9b43922a27a57,139,C#CCC=CCC1(C)NCCS1,1
2f828df231db1625fa0e,140,C#CCC=CCCC1(C)NCCS1,3
1549f1a23c7b60bec745,141,C#CCCC1(C)NCCS1,5
980c18586994c3571585,142,C#CCCC1NCCS1,3
107b347b7bf0adc6b5d9,143,C#CCCCC,4
d755ced068d3e2f36599,144,C#CCCCC1(C)NCCS1,2
f25d2f3161c9281dcd45,145,C#CCCCCC1(C)NCCS1,5
170341e2917a8c7f0710,146,C#CCCCCCCCF,2
a4fdd29567542f8ec329,147,C#CCCCCCCF,2
ff9efcaf7ee4493c777e,148,C#CCCCCCF,4
a87d586719f46798a551,149,C#CCCCCF,3
c105a30b4eef2231a2c1,150,C#CCCCNC(C)Cc1cccc(C(F)(F)F)c1,1
6a6d2661d629ee0154d0,151,C#CCCn1c(=N)sc2cc(OC(F)(F)F)ccc21,4
dd0767fac73fa0f38713,152,C#CCN(C)C(C)C(O)c1ccccc1,5
c640dc9a11802e65e669,153,C#CCN(C)C(C)C1CCCCC1,4
6f64da6a2a7def0c803f,154,C#CCN(C)C(C)CC(C)CCC,4
1b7610d83ff3d037f3cd,155,C#CCN(C)C(C)CCCC(C)C,5
144f5e45bf2519046ab4,156,C#CCN(C)C(C)CCCCC,4
497930c6e971eae3668f,157,C#CCN(C)C(C)CCCCCC,3
a73e800cea5d0b967d8c,158,C#CCN(C)CC1CC2C=CC1C2,4
082578ab26c9bd047c13,159,C#CCN(C)CC1CC=CCC1,5
4cae2c147e0dfbba803a,160,C#CCN(C)CC1CCCCC1,3
31b399da78ca93203bac,161,C#CCN(C)CC=C(C)CCC=C(C)CCC=C(C)C,5
610b7dfffe84360755a6,162,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,5
1c6f4065aff28ccdc45d,163,C#CCN(C)Cc1ccc(OC)c2oc(=O)c(-c3ccccc3)cc12,5
f9699f7f763612a0e8ac,164,C#CCN(C)Cc1ccccc1,3
c9ac884041296eb6220e,165,C#CCN(C)Cc1ccccc1Br,5
0e9187c926b7934c19c3,166,C#CCN(C)Cc1ccccc1Cl,5
c5b7ec075913494c6bba,167,C#CCN(CC#C)CCS,2
4ae00b7711ffeebf6b0c,168,C#CCN1C(=O)C2CC=CCC2C1=O,2
320c6d0203d28e4f87b0,169,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3
69ae2383630a3bcafb43,170,C#CCN1C(=O)Cc2ccccc2S1(=O)=O,2
9d9e86201eacb54ea585,171,C#CCN1C(=O)c2ccccc2CS1(=O)=O,3
4e1874df20343ee4141b,172,C#CCN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,4
c4f30d188dd781e42f7e,173,C#CCN1CCC2(CC1)OC(c1ccccc1)c1ccccc12,1
963d896f8d78ce37ed13,174,C#CCN1CCN(CC=C(C)CCC=C(C)CCC=C(C)C)CC1,5
cd82c95c8ecc12e85aa7,175,C#CCN1CCN(Cc2ccc3c(c2)OCO3)CC1,2
e45247857aa5d802b939,176,C#CCN1CCc2cc(OC)c(O)c3c2C1Cc1ccccc1-3,1
c5129748508e2eb63343,177,C#CCN1CCc2cc(OC)c(OC)c3c2C1Cc1ccccc1-3,3
38dd6892a1f27fede9a8,178,C#CCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,5
e53b047b8e2e1b6f4676,179,C#CCN1Cc2ccccc2-c2ccccc2C1,4
27b6f48923f2b949a109,180,C#CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,2
ef786652d94dece96293,181,C#CCNC(=O)OCC(C)(CC)COC(N)=O,2
b5a973d6f39b08d57468,182,C#CCNC(=O)OCC(C)(CCC)COC(N)=O,2
4dc017d9eb406fd96234,183,C#CCNC(=O)OCC(C)(CCCC)COC(N)=O,3
fac828b31d5c5636f13b,184,C#CCNC(=O)OCC(C)(CNC(=O)O)CC(C)C,3
3756c800df5056e80ef2,185,C#CCNC(=O)OCC(C)(CO)C(C)CC,2
c2ddd180e0a9b6d354d1,186,C#CCNC(=O)OCC(C)(COC(N)=O)C(C)C,5
b4d48652f88b7fa0006f,187,C#CCNC(=O)OCC(C)(COC(N)=O)C(C)CC,5
83ac8d15435c481f0cee,188,C#CCNC(=O)OCC(C)(COC(N)=O)c1ccccc1,2
554a5d26fce64b4e530f,189,C#CCNC(=O)OCC(CC)(CCCC)COC(N)=O,5
f13fbb61bf611258b238,190,C#CCNC(=O)OCC(CNC(=O)O)C(C)CCC,5
b5dcc4e4f70feee0b8ea,191,C#CCNC(=O)c1cc(Cl)c(N)c(Cl)c1,5
64d8c79b1999750e1689,192,C#CCNC(C)CCCCC,5
47b78ab5329a9218ef5f,193,C#CCNC(C)Cc1cccc(C(F)(F)F)c1,5
a7d12cedf2d5fb5970ad,194,C#CCNC(C)Cc1ccccc1,2
3b21f8dd2b05109c2196,195,C#CCNCCS,5
1b005cbe55a7e4c9958a,196,C#CCOC(=O)C(NC(=O)OCc1ccccc1)C(C)C,1
d473e6802dd2cc5be23f,197,C#CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c(=O)c(C)c(-c3ccccc3)oc12,5
689e80e11a5319a6fe74,198,C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,5
629351830937e1f58b70,199,C#CCOC(C)n1ccc2ccccc21,2
d7c665238d7812558124,200,C#CCON(C)C(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,1
0b1ef89a194d3e207252,201,C#CCON=C(C)c1ccc2c(c1)N(CC)C(=O)CO2,5
3e2f100b07603f0911f9,202,C#CCON=CCc1ccc2c(c1)N(C)C(=O)CS2,2
50f364d96f7224f530d4,203,C#CCON=Cc1cc[n+]([O-])cc1,5
e8d3dfda536f68edc62c,204,C#CCONC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,5
0464a33ed245056af026,205,C#CCONC(=O)c1ccccc1,3
345dec69cead4169b912,206,C#CCOP(=O)(OC)OC,5
d683d0f118e2a9ab9eb3,207,C#CCOP(=O)(OCC)OCC,5
b3ec470b6f1e8ef3623a,208,C#CCOc1ccc(C=CC(O)CN2CCOCC2)cc1,2
804bbcbb8a50e67c600e,209,C#CCOc1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,4
f573716433dac31c7276,210,C#CCOc1ccc(N2C(=O)C3CC=CCC3C2=O)cc1,1
b1340cd0cd87024a8dbb,211,C#CCSC(C)(C)C(=O)NC,4
4d7a0084793e51c09ad2,212,C#CCSC(C)(C)C(N)=O,4
770f6af93a35b30ead0e,213,C#CCSC(CC)(CC)C(=O)NC,2
5ee1310e4b36d8e0ed47,214,C#CCSC(CC)(CC)C(N)=O,1
0c8f43d1e553c9bfaf5c,215,C#CCSCCN,5
54adf9fb45de5dcf8865,216,C#CCSP(=O)(OC)OCCOC,1
48ad034e804d69b69864,217,C#CCSP(=O)(OC)OCCOCC,1
dd4a41a1fc82101f806c,218,C#CCSP(=O)(OC)OCc1ccco1,2
de4a53535286817b21cc,219,C#CCSP(=O)(OCC)OCCOC,2
7504e007b3f551a31e4c,220,C#CCSP(=O)(OCC)OCc1ccoc1,5
0b65976581988636af84,221,C#CCSP(=O)(SC)SC,2
8ec8d197f514eac3cd43,222,C#CCSP(=S)(SC)SC,1
102e85906abea2ff83af,223,C#CCSc1nc2ccccc2n1C,4
fd51647c03a2bc175c36,224,C#CCSc1nccn1C,2
ee00a4f7c1ea56ef1a63,225,C#CC[N+](CC)(CC)CC(=O)Nc1c(C)cc(C)cc1C,3
5d3b900a277f2efa2917,226,C#CCc1ccc(COC(=O)C2C(C=C(C)C)C2(C)C)o1,5
47920fce3d67d22748b3,227,C#CCn1c(=O)oc2ccccc21,2
bda4c0dd6396143c5c19,228,C#Cc1ccc(C23OCC(C(=C)C)(CO2)CO3)cc1,4
4a000b75cbadda48f2f5,229,C#Cc1ccc(C23OCC(C(C)(C)C)(CO2)CO3)cc1,4
d90648067c618e64ffe0,230,C#Cc1ccc(C23OCC(C(C)C)(CO2)CO3)cc1,2
93d2b02efa4b5433f2ba,231,C#Cc1ccc(C23OCC(C(C)C=C)(CO2)CO3)cc1,2
f768065e858ffca862de,232,C#Cc1ccc(C23OCC(C(C)CC)(CO2)CO3)cc1,4
99f2ac901e909454007d,233,C#Cc1ccc(C23OCC(C)(CO2)CO3)cc1,4
7d9422f4a30b27d1ef3e,234,C#Cc1ccc(C23OCC(C4(C)CC4)(CO2)CO3)cc1,5
fad03c69ac8960cc260a,235,C#Cc1ccc(C23OCC(C4C=CCCC4)(CO2)CO3)cc1,5
cc99bcbf9562d7ee355a,236,C#Cc1ccc(C23OCC(C4CC4)(CO2)CO3)cc1,3
5f77e1cddba285bd272e,237,C#Cc1ccc(C23OCC(C4CC4C)(CO2)CO3)cc1,4
6e9580adc3a86d49cb59,238,C#Cc1ccc(C23OCC(C4CCC4)(CO2)CO3)cc1,5
2c1ec8a72695c5865033,239,C#Cc1ccc(C23OCC(C4CCCC4)(CO2)CO3)cc1,2
2585494fe5e6a8864aba,240,C#Cc1ccc(C23OCC(C4CCCCC4)(CO2)CO3)cc1,4
9773ba6e177a45b62027,241,C#Cc1ccc(C23OCC(C4CCCCCC4)(CO2)CO3)cc1,1
5202845581a800e38415,242,C#Cc1ccc(C23OCC(CC(=C)C)(CO2)CO3)cc1,3
5056a83b709d3f1888b2,243,C#Cc1ccc(C23OCC(CC(C)(C)C)(CO2)CO3)cc1,1
19144c993ddf530cff02,244,C#Cc1ccc(C23OCC(CC(C)C)(CO2)CO3)cc1,5
7e2edfc52f0c9e1c7c3a,245,C#Cc1ccc(C23OCC(CC)(CO2)CO3)cc1,2
26252beaf433c7960f3e,246,C#Cc1ccc(C23OCC(CC=C)(CO2)CO3)cc1,4
f775ebc8df1f9aae3dd4,247,C#Cc1ccc(C23OCC(CCC(C)C)(CO2)CO3)cc1,2
492846207a54a98d1032,248,C#Cc1ccc(C23OCC(CCC)(CO2)CO3)cc1,1
00050a49d98a3cb8b8dc,249,C#Cc1ccc(C23OCC(CCCC)(CO2)CO3)cc1,5
3aefaa087d97b5ce1b09,250,C#Cc1ccc(C23OCC(CCCCC)(CO2)CO3)cc1,1
849d32324b2f31f566fa,251,C#Cc1ccc(C23OCC(CCCCCC)(CO2)CO3)cc1,1
b888adbdde22034b898d,252,C#Cc1ccc(C23OCC(CCl)(CO2)CO3)cc1,1
4c5397e029742fdba8b3,253,C#Cc1ccc(C23OCC(N(C)C)(CO2)CO3)cc1,4
452a017b51f8e378d6ba,254,C#Cc1ccc(C23OCC(N(CC)CC)(CO2)CO3)cc1,2
b3eb6174335ec9bbb1f8,255,C#Cc1ccc(C23OCC(c4ccc(C)cc4)(CO2)CO3)cc1,4
5d13fc3f40ea8c7d0ce7,256,C#Cc1ccc(C23OCC(c4ccc(Cl)cc4)(CO2)CO3)cc1,4
47e623e5a0e39db0a3ba,257,C#Cc1ccc(C23OCC(c4ccc(F)cc4)(CO2)CO3)cc1,2
85c13975da6495e11271,258,C#Cc1ccc(C23OCC(c4ccc(OC)cc4)(CO2)CO3)cc1,5
eff1648200692e9e7297,259,C#Cc1ccc(C23OCC(c4cccc(F)c4)(CO2)CO3)cc1,2
4050afc75e25348af13e,260,C#Cc1ccc(C23OCC(c4ccccc4)(CO2)CO3)cc1,4
a8d48cc1abf46477d9fd,261,C#Cc1ccc(C23OCC(c4ccccc4F)(CO2)CO3)cc1,1
b339e076f646aaf7a4b1,262,C#Cc1ccc([Si]23OCCN(CCO2)CCO3)cc1,5
5d8b8b636e2714cd2175,263,C(#CCN1CCCC1)CN1CCCC1,1
872014c508f6f691930f,264,C(#Cc1ccccc1)CN1CCN(Cc2ccc3c(c2)OCO3)CC1,2
2d05a3ef6a9a8f19628a,265,C(=CC1(N2CCCCC2)CCCCC1)c1ccccc1,2
65106bea85745e6d3e42,266,C(=CC1SCCS1)c1ccccc1,1
8b26335aae9b7d312f53,267,C(=CC=[N+](Cc1ccccc1)Cc1ccccc1)C=CN(Cc1ccccc1)Cc1ccccc1,1
ef8a22d035fab3eba4b5,268,C(=CC=[N+]1CC=CC1)C=CN1CC=CC1,1
a37a43d0d859411882df,269,C(=CC=[N+]1CCC(c2ccccc2)CC1)C=CN1CCC(c2ccccc2)CC1,5
de9e23dfb9eb599c1900,270,C(=CC=[N+]1CCCC1)C=CN1CCCC1,4
8ca89bfbc27851638ca3,271,C(=CC=[N+]1CCCCC1)C=CN1CCCCC1,4
34ad662cd7848f9b6e59,272,C(=CC=[N+]1CCCCCCC1)C=CN1CCCCCCC1,5
73afcc434c2f7c13f398,273,C(=CC=[N+]1CCCCCCCC1)C=CN1CCCCCCCC1,1
bbf9ac005254b491f3d5,274,C(=CC=[N+]1CCCc2ccccc21)C=CN1CCCc2ccccc21,1
3aead04928dd7a7cef5e,275,C(=CC=[N+]1CCOCC1)C=CN1CCOCC1,3
2d5df642b2069f315660,276,C(=CCN1CCCCC1)Cc1ccccc1,5
43bbc4971bec1b10037d,277,C(=Cc1ccc(Nc2nnns2)cc1)c1ccccc1,5
40b5257b0a2c1c5098de,278,C(=Cc1cccc2ccccc12)c1ccncc1,1
c98bbdbb1e5eeca3c2a2,279,C(=Cc1ccccc1)CC1(N2CCCCC2)CCCCC1,1
81e0e8cc9ea3556dac56,280,C(=Cc1ccccc1)CN1CC(c2ccccc2)C1,2
85210450903ffecc6758,281,C(=Cc1ccccc1)CN1CC2CC(C1)c1ccccc1O2,5
f0a373807517a2c378ef,282,C(=Cc1ccccc1)CN1CCCCC1,5
63260b800886024402cd,283,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2
4f1b5035e707afd2e53b,284,C(=Cc1ccccc1)CN1CCN(Cc2ccc3c(c2)OCO3)CC1,2
099ba784e293a3e38dac,285,C(=Cc1ccccc1)CN1CCN(c2ncnc3nc[nH]c23)CC1,3
e8ca2c6a7ce9fc507c26,286,C(=Cc1ccccc1)CN1CCc2ncccc2C1,3
6bda2104cde1634674b3,287,C(=NC1CCCCC1)=NC1CCCCC1,5
3307db24de613323e4d2,288,C(=NCC(CCN1CCCC1)(CCN1CCCC1)c1cccc2ccccc12)C(CCN1CCCC1)(CCN1CCCC1)c1cccc2ccccc12,2
096a94fcb46871feedc7,289,C(=NCC(CCN1CCCCC1)(CCN1CCCCC1)c1cccc2ccccc12)C(CCN1CCCCC1)(CCN1CCCCC1)c1cccc2ccccc12,3
2494462bb99f9b76cb41,290,C(=NCC(CCN1CCOCC1)(CCN1CCOCC1)c1cccc2ccccc12)C(CCN1CCOCC1)(CCN1CCOCC1)c1cccc2ccccc12,1
ff751d56bbaa2f724218,291,C(=NCCc1ccccc1)NCCc1ccccc1,2
97a93658f875e39a251a,292,C(=NN=Cc1ccccc1)c1ccccc1,2
f8c64b0ea8b6d511c94e,293,C(=NOC(c1ccccc1)c1ccccc1)c1ccncc1,3
ee42181471c9b5d07638,294,C(=NOC1CCCCC1)c1ccncc1,4
